segment_id_original,start_seconds,end_seconds,speaker_cluster,raw_text,hearing_id,date,title,input_path,input_format,segment_index,segment_id,n_words,duration_seconds,start_timestamp,end_timestamp
2684,13141.994,13142.534,SPEAKER_28,The ayes have it.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2684,h2_2026_03_23_s02684,4,0.5399999999990541,03:39:01.994,03:39:02.534
2685,13142.554,13144.595,SPEAKER_28,The collective bargaining agreement is agreed to.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2685,h2_2026_03_23_s02685,7,2.040999999999258,03:39:02.554,03:39:04.595
2686,13145.835,13146.516,SPEAKER_28,Public comment.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2686,h2_2026_03_23_s02686,2,0.6810000000004948,03:39:05.835,03:39:06.516
2687,13149.896,13151.077,SPEAKER_11,Okay.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2687,h2_2026_03_23_s02687,1,1.1809999999986758,03:39:09.896,03:39:11.077
2688,13151.137,13160.92,SPEAKER_11,"Oh, I've got it.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2688,h2_2026_03_23_s02688,5,9.782999999999447,03:39:11.137,03:39:20.920
2689,13161.02,13161.74,SPEAKER_28,I've got it.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2689,h2_2026_03_23_s02689,4,0.7199999999993452,03:39:21.020,03:39:21.740
2690,13162.962,13165.765,SPEAKER_28,We are now entering the public comment portion of the meeting.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2690,h2_2026_03_23_s02690,11,2.8029999999998836,03:39:22.962,03:39:25.765
2691,13168.207,13170.309,SPEAKER_28,"Yeah, okay, but we'll call you up.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2691,h2_2026_03_23_s02691,8,2.1019999999989523,03:39:28.207,03:39:30.309
2692,13170.449,13171.13,SPEAKER_28,We'll call your name.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2692,h2_2026_03_23_s02692,5,0.6809999999986758,03:39:30.449,03:39:31.130
2693,13171.25,13171.53,SPEAKER_28,Yeah.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2693,h2_2026_03_23_s02693,1,0.28000000000065484,03:39:31.250,03:39:31.530
2694,13172.491,13172.912,SPEAKER_28,Okay.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2694,h2_2026_03_23_s02694,1,0.4210000000002765,03:39:32.491,03:39:32.912
2695,13174.113,13179.618,SPEAKER_28,So we're now entering the public comment portion of the meeting.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2695,h2_2026_03_23_s02695,12,5.505000000001019,03:39:34.113,03:39:39.618
2696,13181.92,13183.542,SPEAKER_28,The public comment period.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2696,h2_2026_03_23_s02696,4,1.6219999999993888,03:39:41.920,03:39:43.542
2697,13183.962,13186.585,SPEAKER_28,You can shut me off.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2697,h2_2026_03_23_s02697,5,2.6229999999995925,03:39:43.962,03:39:46.585
2698,13187.069,13194.691,SPEAKER_28,"works on a system where you sign up in advance, and every person who signed up in advance has four minutes for a presentation.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2698,h2_2026_03_23_s02698,24,7.622000000001208,03:39:47.069,03:39:54.691
2699,13194.731,13198.032,SPEAKER_28,And we take the speakers in the order that they signed up to speak.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2699,h2_2026_03_23_s02699,14,3.300999999999476,03:39:54.731,03:39:58.032
2700,13198.052,13199.573,SPEAKER_28,You don't have to stand there.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2700,h2_2026_03_23_s02700,7,1.5210000000006403,03:39:58.052,03:39:59.573
2701,13199.613,13200.473,SPEAKER_28,We'll call your name.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2701,h2_2026_03_23_s02701,5,0.8600000000005821,03:39:59.613,03:40:00.473
2702,13201.133,13201.473,SPEAKER_28,Okay.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2702,h2_2026_03_23_s02702,1,0.3400000000001455,03:40:01.133,03:40:01.473
2703,13202.234,13205.495,SPEAKER_28,So the first person who signed up to speak is Kathleen Campbell.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2703,h2_2026_03_23_s02703,12,3.261000000000422,03:40:02.234,03:40:05.495
2704,13206.855,13207.695,SPEAKER_28,Kathleen Campbell.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2704,h2_2026_03_23_s02704,2,0.8400000000001455,03:40:06.855,03:40:07.695
2705,13209.436,13209.716,SPEAKER_28,Okay.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2705,h2_2026_03_23_s02705,1,0.28000000000065484,03:40:09.436,03:40:09.716
2706,13209.736,13213.477,SPEAKER_28,The second person who signed up to speak is Alexa Martini.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2706,h2_2026_03_23_s02706,11,3.7409999999999854,03:40:09.736,03:40:13.477
2707,13215.738,13216.678,SPEAKER_28,Alexa Martini.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2707,h2_2026_03_23_s02707,2,0.9400000000005093,03:40:15.738,03:40:16.678
2708,13219.015,13223.278,SPEAKER_28,The next person who signed up to speak is Alex Payne.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2708,h2_2026_03_23_s02708,11,4.2630000000008295,03:40:19.015,03:40:23.278
2709,13226.461,13227.141,SPEAKER_28,Alex Payne.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2709,h2_2026_03_23_s02709,2,0.680000000000291,03:40:26.461,03:40:27.141
2710,13229.143,13233.606,SPEAKER_28,The next person who signed up to speak is James Applegate.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2710,h2_2026_03_23_s02710,11,4.462999999999738,03:40:29.143,03:40:33.606
2711,13238.89,13242.493,SPEAKER_28,The next person who signed up to speak is Donald Hanrahan.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2711,h2_2026_03_23_s02711,11,3.603000000000975,03:40:38.890,03:40:42.493
2712,13244.935,13247.877,SPEAKER_28,The next person who signed up to speak is Laurie McKiernan.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2712,h2_2026_03_23_s02712,11,2.9420000000009168,03:40:44.935,03:40:47.877
2713,13252.413,13255.235,SPEAKER_28,The next person to sign up to speak is Nick Dodson.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2713,h2_2026_03_23_s02713,11,2.8220000000001164,03:40:52.413,03:40:55.235
2714,13259.898,13263.28,SPEAKER_28,The next person who signed up to speak is Warren Wilkie.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2714,h2_2026_03_23_s02714,11,3.382000000001426,03:40:59.898,03:41:03.280
2715,13268.483,13269.524,SPEAKER_28,Warren Wilkie.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2715,h2_2026_03_23_s02715,2,1.0409999999992579,03:41:08.483,03:41:09.524
2716,13273.987,13278.77,SPEAKER_28,The next person who signed up to speak is Sarah Blanco.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2716,h2_2026_03_23_s02716,11,4.783000000001266,03:41:13.987,03:41:18.770
2717,13281.874,13282.834,SPEAKER_28,Sarah Blanco.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2717,h2_2026_03_23_s02717,2,0.9600000000009459,03:41:21.874,03:41:22.834
2718,13286.035,13292.217,SPEAKER_28,The next person who signed up to speak is Marques Robinson.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2718,h2_2026_03_23_s02718,11,6.1820000000006985,03:41:26.035,03:41:32.217
2719,13294.097,13295.738,SPEAKER_28,Marques Robinson.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2719,h2_2026_03_23_s02719,2,1.6409999999996217,03:41:34.097,03:41:35.738
2720,13300.219,13304.28,SPEAKER_28,The next person who signed up to speak is Aaron Kirkpatrick.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2720,h2_2026_03_23_s02720,11,4.061000000001513,03:41:40.219,03:41:44.280
2721,13309.555,13314.397,SPEAKER_28,The next person who signed up to speak is Maribel Cruz-Hine.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2721,h2_2026_03_23_s02721,12,4.842000000000553,03:41:49.555,03:41:54.397
2722,13319.079,13323.621,SPEAKER_28,The next person who signed up to speak is Danuta Dinda.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2722,h2_2026_03_23_s02722,11,4.541999999999462,03:41:59.079,03:42:03.621
2723,13326.222,13326.462,SPEAKER_06,That's you?,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2723,h2_2026_03_23_s02723,3,0.23999999999978172,03:42:06.222,03:42:06.462
2724,13326.483,13327.923,SPEAKER_42,Most people don't get the Dinda right.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2724,h2_2026_03_23_s02724,8,1.4400000000005093,03:42:06.483,03:42:07.923
2725,13328.243,13329.904,SPEAKER_06,Okay.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2725,h2_2026_03_23_s02725,1,1.6610000000000582,03:42:08.243,03:42:09.904
2726,13329.924,13330.124,SPEAKER_06,Okay.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2726,h2_2026_03_23_s02726,1,0.1999999999989086,03:42:09.924,03:42:10.124
2727,13330.844,13333.566,SPEAKER_06,"So now that we have this moratorium, thank you for 90 days.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2727,h2_2026_03_23_s02727,12,2.7220000000015716,03:42:10.844,03:42:13.566
2728,13335.047,13337.95,SPEAKER_06,"Please, please, please make a wish list.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2728,h2_2026_03_23_s02728,7,2.9030000000002474,03:42:15.047,03:42:17.950
2729,13338.15,13339.391,SPEAKER_06,"Oh, we can't speak on that?",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2729,h2_2026_03_23_s02729,7,1.2409999999999854,03:42:18.150,03:42:19.391
2730,13340.792,13344.515,SPEAKER_28,"You can speak on whatever data center, whatever you want.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2730,h2_2026_03_23_s02730,10,3.7229999999999563,03:42:20.792,03:42:24.515
2731,13344.595,13345.937,SPEAKER_06,I won't be talking for four minutes.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2731,h2_2026_03_23_s02731,8,1.342000000000553,03:42:24.595,03:42:25.937
2732,13346.197,13347.058,SPEAKER_06,I guarantee you that.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2732,h2_2026_03_23_s02732,4,0.8610000000007858,03:42:26.197,03:42:27.058
2733,13347.638,13353.463,SPEAKER_06,"Please, please, please, if we proceed, you have to have concessions.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2733,h2_2026_03_23_s02733,11,5.824999999998909,03:42:27.638,03:42:33.463
2734,13353.784,13356.486,SPEAKER_06,Do not sell us out for a quick 20 bucks.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2734,h2_2026_03_23_s02734,10,2.702000000001135,03:42:33.784,03:42:36.486
2735,13357.453,13359.915,SPEAKER_06,It has to be done right if you bring this here.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2735,h2_2026_03_23_s02735,11,2.4620000000013533,03:42:37.453,03:42:39.915
2736,13360.095,13361.136,SPEAKER_06,I don't want it here.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2736,h2_2026_03_23_s02736,6,1.0410000000010768,03:42:40.095,03:42:41.136
2737,13361.296,13366.179,SPEAKER_06,"It's very clear I don't want it here, and the vast majority of people in this room do not want it here.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2737,h2_2026_03_23_s02737,24,4.882999999999811,03:42:41.296,03:42:46.179
2738,13366.879,13380.889,SPEAKER_06,"But I am very scared about having a bunch of politicians that came up and talked to here and said, it's happening whether you like it or not, which to me gives the impression there are backdoor deals happening to make it happen.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2738,h2_2026_03_23_s02738,44,14.0099999999984,03:42:46.879,03:43:00.889
2739,13381.649,13383.151,SPEAKER_06,Moratorium may have happened.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2739,h2_2026_03_23_s02739,4,1.5020000000004075,03:43:01.649,03:43:03.151
2740,13383.271,13386.673,SPEAKER_06,I'm curious to see if it would be the same number who voted no today.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2740,h2_2026_03_23_s02740,16,3.4020000000000437,03:43:03.271,03:43:06.673
2741,13387.802,13389.423,SPEAKER_06,and who voted yes to stop it.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2741,h2_2026_03_23_s02741,7,1.621000000001004,03:43:07.802,03:43:09.423
2742,13391.023,13393.864,SPEAKER_06,So please get your information.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2742,h2_2026_03_23_s02742,5,2.8410000000003492,03:43:11.023,03:43:13.864
2743,13394.225,13396.065,SPEAKER_06,Force them to give you answers.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2743,h2_2026_03_23_s02743,6,1.8400000000001455,03:43:14.225,03:43:16.065
2744,13396.806,13398.126,SPEAKER_06,Ask them about the decibels.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2744,h2_2026_03_23_s02744,5,1.319999999999709,03:43:16.806,03:43:18.126
2745,13399.247,13401.628,SPEAKER_06,I drove by Joliet.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2745,h2_2026_03_23_s02745,4,2.3810000000012224,03:43:19.247,03:43:21.628
2746,13401.908,13403.128,SPEAKER_06,They have data centers.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2746,h2_2026_03_23_s02746,4,1.2200000000011642,03:43:21.908,03:43:23.128
2747,13403.248,13406.33,SPEAKER_06,I wanted to see what it felt like being three miles away.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2747,h2_2026_03_23_s02747,12,3.0820000000003347,03:43:23.248,03:43:26.330
2748,13407.69,13412.232,SPEAKER_06,I sat there for 20 minutes about three miles from the data center.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2748,h2_2026_03_23_s02748,13,4.541999999999462,03:43:27.690,03:43:32.232
2749,13412.797,13413.998,SPEAKER_06,It was god-awful.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2749,h2_2026_03_23_s02749,4,1.2009999999991123,03:43:32.797,03:43:33.998
2750,13414.258,13418.54,SPEAKER_06,I can't imagine in the summer going in my backyard and listening to that stuff.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2750,h2_2026_03_23_s02750,16,4.282000000001062,03:43:34.258,03:43:38.540
2751,13419.401,13420.121,SPEAKER_06,I'm from Chatham.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2751,h2_2026_03_23_s02751,4,0.7199999999993452,03:43:39.401,03:43:40.121
2752,13421.382,13422.743,SPEAKER_06,This is still going to affect us.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2752,h2_2026_03_23_s02752,7,1.3610000000007858,03:43:41.382,03:43:42.743
2753,13423.523,13425.584,SPEAKER_06,This will absolutely still affect us.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2753,h2_2026_03_23_s02753,6,2.0610000000015134,03:43:43.523,03:43:45.584
2754,13425.664,13427.946,SPEAKER_06,"And if you don't think it will, it will.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2754,h2_2026_03_23_s02754,10,2.2819999999992433,03:43:45.664,03:43:47.946
2755,13428.586,13430.547,SPEAKER_06,They have had problems in Europe.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2755,h2_2026_03_23_s02755,6,1.9610000000011496,03:43:48.586,03:43:50.547
2756,13431.488,13434.49,SPEAKER_06,They have had problems at every location they have been at.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2756,h2_2026_03_23_s02756,11,3.0020000000004075,03:43:51.488,03:43:54.490
2757,13434.85,13439.112,SPEAKER_06,"They will sell you these fancy-looking buildings, and then they go back on it.",h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2757,h2_2026_03_23_s02757,15,4.261999999998807,03:43:54.850,03:43:59.112
2758,13439.132,13442.134,SPEAKER_06,And the same thing with him pushing no abatement.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2758,h2_2026_03_23_s02758,9,3.0020000000004075,03:43:59.132,03:44:02.134
2759,13442.747,13443.167,SPEAKER_42,Fine.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2759,h2_2026_03_23_s02759,1,0.42000000000007276,03:44:02.747,03:44:03.167
2760,13443.527,13448.489,SPEAKER_06,Increase their tax rates by 7.5% to 10% like you do me every year.,h2_2026_03_23,2026-03-23,"Data-center hearing — March 23, 2026",/Users/williamrinehart/Documents/GitHub/SPFLD_datacenter/whisperx_outputs_diarized/COB_20260323_Imported_segments.csv,segments,2760,h2_2026_03_23_s02760,15,4.961999999999534,03:44:03.527,03:44:08.489
